0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
0.00; 0.00; 0.00
200.00; 0.00; 0.00
200.00; 0.00; 0.00
200.00; 0.00; 0.00
200.00; 0.00; 0.00
200.00; 0.00; 0.00
200.00; 0.00; 0.00
200.00; 0.00; 0.00
200.00; 52.95; 52.95
200.00; 52.95; 52.95
200.00; 52.95; 52.95
200.00; 58.37; 58.37
200.00; 75.03; 75.03
200.00; 75.03; 75.03
200.00; 89.63; 89.63
200.00; 101.54; 101.54
200.00; 111.97; 111.97
200.00; 116.24; 116.24
200.00; 117.63; 117.63
200.00; 122.12; 122.12
200.00; 129.79; 129.79
200.00; 137.68; 137.68
200.00; 144.27; 144.27
200.00; 152.25; 152.25
200.00; 157.98; 157.98
200.00; 164.58; 164.58
200.00; 167.26; 167.26
200.00; 168.25; 168.25
200.00; 174.09; 174.09
200.00; 177.46; 177.46
200.00; 181.49; 181.49
200.00; 189.27; 189.27
200.00; 192.25; 192.25
200.00; 196.08; 196.08
200.00; 200.06; 200.06
200.00; 202.12; 202.12
200.00; 205.85; 205.85
200.00; 207.35; 207.35
200.00; 211.11; 211.11
200.00; 214.12; 214.12
200.00; 215.19; 215.19
200.00; 218.50; 218.50
200.00; 223.07; 223.07
200.00; 225.42; 225.42
200.00; 225.62; 225.62
200.00; 228.03; 228.03
200.00; 228.03; 228.03
200.00; 229.46; 229.46
200.00; 231.96; 231.96
200.00; 231.54; 231.54
200.00; 231.33; 231.33
200.00; 232.80; 232.80
200.00; 231.12; 231.12
200.00; 231.12; 231.12
200.00; 231.54; 231.54
200.00; 231.75; 231.75
200.00; 230.70; 230.70
200.00; 231.12; 231.12
200.00; 228.85; 228.85
200.00; 229.26; 229.26
200.00; 228.44; 228.44
200.00; 228.44; 228.44
200.00; 226.62; 226.62
200.00; 226.82; 226.82
200.00; 225.82; 225.82
200.00; 225.23; 225.23
200.00; 224.44; 224.44
200.00; 224.24; 224.24
200.00; 223.85; 223.85
200.00; 224.04; 224.04
200.00; 222.29; 222.29
200.00; 221.33; 221.33
200.00; 220.19; 220.19
200.00; 220.57; 220.57
200.00; 219.25; 219.25
200.00; 218.50; 218.50
200.00; 218.69; 218.69
200.00; 216.10; 216.10
200.00; 215.56; 215.56
200.00; 215.92; 215.92
200.00; 215.92; 215.92
200.00; 214.12; 214.12
200.00; 214.12; 214.12
200.00; 212.69; 212.69
200.00; 212.69; 212.69
200.00; 211.64; 211.64
200.00; 212.16; 212.16
200.00; 211.11; 211.11
200.00; 210.42; 210.42
200.00; 211.11; 211.11
200.00; 209.05; 209.05
200.00; 209.56; 209.56
200.00; 209.39; 209.39
200.00; 209.39; 209.39
200.00; 208.71; 208.71
200.00; 208.54; 208.54
200.00; 208.88; 208.88
200.00; 207.19; 207.19
200.00; 206.19; 206.19
200.00; 206.85; 206.85
200.00; 206.85; 206.85
200.00; 207.02; 207.02
200.00; 206.85; 206.85
200.00; 205.85; 205.85
200.00; 205.19; 205.19
200.00; 205.03; 205.03
200.00; 206.35; 206.35
200.00; 205.69; 205.69
200.00; 204.70; 204.70
200.00; 205.36; 205.36
200.00; 204.87; 204.87
200.00; 204.87; 204.87
200.00; 203.24; 203.24
200.00; 204.87; 204.87
200.00; 204.21; 204.21
200.00; 203.56; 203.56
200.00; 204.38; 204.38
200.00; 203.89; 203.89
200.00; 203.40; 203.40
200.00; 202.60; 202.60
200.00; 203.40; 203.40
200.00; 203.56; 203.56
200.00; 202.60; 202.60
200.00; 203.56; 203.56
200.00; 203.08; 203.08
200.00; 202.44; 202.44
200.00; 201.64; 201.64
200.00; 202.76; 202.76
200.00; 202.44; 202.44
200.00; 201.80; 201.80
200.00; 202.76; 202.76
200.00; 201.80; 201.80
200.00; 201.64; 201.64
200.00; 201.32; 201.32
200.00; 201.80; 201.80
200.00; 200.53; 200.53
200.00; 200.06; 200.06
200.00; 201.48; 201.48
200.00; 200.38; 200.38
200.00; 200.53; 200.53
200.00; 199.91; 199.91
200.00; 201.80; 201.80
200.00; 201.01; 201.01
200.00; 200.38; 200.38
200.00; 202.12; 202.12
200.00; 200.69; 200.69
200.00; 200.85; 200.85
200.00; 199.44; 199.44
200.00; 200.85; 200.85
200.00; 201.01; 201.01
200.00; 200.85; 200.85
200.00; 201.48; 201.48
200.00; 201.32; 201.32
200.00; 200.85; 200.85
200.00; 200.06; 200.06
200.00; 201.16; 201.16
200.00; 198.98; 198.98
200.00; 201.80; 201.80
200.00; 201.16; 201.16
200.00; 200.38; 200.38
200.00; 200.53; 200.53
200.00; 199.60; 199.60
200.00; 201.16; 201.16
200.00; 200.38; 200.38
200.00; 200.06; 200.06
200.00; 201.48; 201.48
200.00; 200.53; 200.53
200.00; 200.69; 200.69
200.00; 199.60; 199.60
200.00; 201.32; 201.32
200.00; 200.53; 200.53
200.00; 199.91; 199.91
200.00; 201.16; 201.16
200.00; 200.85; 200.85
200.00; 200.53; 200.53
200.00; 199.75; 199.75
200.00; 201.01; 201.01
200.00; 200.69; 200.69
200.00; 200.06; 200.06
200.00; 203.08; 203.08
200.00; 200.53; 200.53
200.00; 200.22; 200.22
200.00; 199.44; 199.44
200.00; 201.01; 201.01
200.00; 201.16; 201.16
200.00; 200.22; 200.22
200.00; 201.16; 201.16
200.00; 200.53; 200.53
200.00; 200.38; 200.38
200.00; 199.44; 199.44
200.00; 201.16; 201.16
200.00; 200.85; 200.85
200.00; 200.06; 200.06
200.00; 201.48; 201.48
200.00; 200.85; 200.85
200.00; 200.53; 200.53
200.00; 200.06; 200.06
200.00; 201.16; 201.16
200.00; 200.22; 200.22
200.00; 200.53; 200.53
200.00; 201.64; 201.64
200.00; 200.53; 200.53
200.00; 200.53; 200.53
200.00; 199.60; 199.60
200.00; 201.01; 201.01
200.00; 200.22; 200.22
200.00; 200.53; 200.53
200.00; 201.48; 201.48
200.00; 200.38; 200.38
200.00; 200.22; 200.22
200.00; 199.60; 199.60
200.00; 200.85; 200.85
200.00; 200.38; 200.38
200.00; 199.91; 199.91
200.00; 201.01; 201.01
200.00; 200.38; 200.38
200.00; 200.22; 200.22
200.00; 199.29; 199.29
200.00; 200.69; 200.69
200.00; 200.38; 200.38
200.00; 199.75; 199.75
200.00; 200.53; 200.53
200.00; 200.38; 200.38
200.00; 198.98; 198.98
200.00; 200.22; 200.22
200.00; 200.22; 200.22
200.00; 200.53; 200.53
200.00; 199.29; 199.29
200.00; 200.69; 200.69
200.00; 199.75; 199.75
200.00; 200.06; 200.06
200.00; 199.29; 199.29
200.00; 200.38; 200.38
200.00; 199.91; 199.91
200.00; 199.44; 199.44
200.00; 200.53; 200.53
200.00; 199.75; 199.75
200.00; 199.75; 199.75
200.00; 198.67; 198.67
200.00; 199.75; 199.75
200.00; 199.91; 199.91
200.00; 198.98; 198.98
200.00; 199.60; 199.60
200.00; 199.29; 199.29
200.00; 199.44; 199.44
200.00; 198.67; 198.67
200.00; 199.91; 199.91
200.00; 199.60; 199.60
200.00; 199.29; 199.29
200.00; 200.06; 200.06
